,val_loss,loss
0,0.0097064773139895,1283.6681355800156
1,0.004408783466932506,0.19798042816033617
2,0.003924414730332007,0.1229144718456551
3,0.003814783692141816,0.046977681191790785
4,0.0037338984279568356,0.02218417865736737
5,0.0035452436932757393,0.013762155119155205
6,0.003507249449342664,0.012717906222078922
7,0.003354832737769853,0.008483350850571933
8,0.003385108952308008,0.007389200952741594
9,0.0032356093835033285,0.006812025996828037
10,0.003125487780961834,0.005960543068514077
11,0.0030978157826256555,0.005789306612393057
12,0.0030484362260004465,0.00530722034240111
13,0.003048788321551276,0.005043389186245636
14,0.0031120397561650716,0.004965891060473908
15,0.002857775071339215,0.005152943545180336
16,0.0029239353573329275,0.004865130917790762
17,0.002768201895267539,0.004685530990833281
18,0.002797836758985906,0.004573630206657691
19,0.0030006130506225644,0.004588216409606279
20,0.002690744272758203,0.004622067983504341
21,0.002663493993423827,0.004612537701799593
22,0.0026198731995988158,0.004698537093798785
23,0.002681142728518372,0.0044077079169521985
24,0.0026259993947824285,0.004300546523214119
25,0.0025529722378870574,0.004196471884733271
26,0.0025381866577506695,0.004287193979156276
27,0.002588851591114138,0.0043782994213276295
28,0.0025878463461733395,0.0040664942869676635
29,0.002524345818213438,0.003997171885471364
30,0.002450025422865006,0.003962367618199115
31,0.0023379857631169033,0.003949808203822451
32,0.002358776281110122,0.00398296843429011
33,0.0023667848269854274,0.003913531702042359
34,0.00222482921259011,0.003946831798839625
35,0.0022177367855029167,0.004105202421825161
36,0.0022327193670821062,0.003808846429483289
37,0.0023670126482259824,0.0036479480100023525
38,0.0021779241555084667,0.0035204599966977743
39,0.002162464206767829,0.003415044250437855
40,0.002385384155616199,0.0033099681680991513
41,0.0022597869277977555,0.0033136986635529395
42,0.002149003048032627,0.003323416250694622
43,0.0020705577879228066,0.00329484960851663
44,0.0021564341777285663,0.0034715355972626378
45,0.0023468882287143614,0.0035583207637848073
46,0.002073481329444107,0.0035089683103913865
47,0.002119518133246752,0.0033602107412223237
48,0.001981053920135565,0.003335355544916465
49,0.001962362470179447,0.003222067827310858
